✨尚爱战歌,#genre#
Mc苏辰-动了情的痞子,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016129_173908.mp3
Mc苏辰-别傻了 老弟,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016129_173453.mp3
菠萝咒-Mc阿桀空拍版,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016128_200534.mp3
Mc诗宇醉 - 我已收起锋芒,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016128_074436.mp3
Mc诗宇醉 - 将军与妓剧情版,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016128_074411.mp3
Mc诗宇醉 - 喊遍整个东三省,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016128_074348.mp3
Mc诗宇醉 - 老死不见,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016128_074314.mp3
Mc诗宇醉 - 九转轮回忘天涯,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016128_074245.mp3
Mc诗宇醉 - 黄昏日落湖边,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016128_074220.mp3
Mc诗宇醉 - 人走茶凉,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016128_074139.mp3
Mc丶花颜醉andMc丶温南兄弟情义之兄弟语录,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016128_020823.mp3
Mc丶花颜醉andMc丶温南 兄弟情义之兄弟语录,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016128_020502.mp3
MC-乐天-那么好-乐天,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016127_182403.mp3
吉林mc米老鼠—快手我真不会,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016126_151042.mp3
Mc杨晨-温柔祸 原创作品,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016123_220541.mp3
MC李浩.原创作品《辉煌之战》,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016122_023511.mp3
MC李浩.十刀斩,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016122_020609.mp3
MC李浩.断情笔,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016122_020221.mp3
Mc杨晨-善良的坏人 原创作品,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161130_144648.mp3
(刀剑燃烧) - 歌者楚天。,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161128_133329.mp3
我们不是情侣,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161128_030247.mp3
Mc水琉璃 - 我有孤独和烈酒,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161126_121535.mp3
Mc九天and颜战-刀山火海,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161124_090151.mp3
646464564玄武盾斩月刀,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161124_090055.mp3
46648284遍整个东三省,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161124_090013.mp3
4464455-战火燃烧,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161124_085925.mp3
unknown_1,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161124_085819.mp3
unknown_2,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161124_085735.mp3
Mc九天-动了情的痞子,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161124_085434.mp3
Mc赵日天-那么好,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161124_000107.mp3
Mc长林吖-有你-MC阿哲,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161123_145658.mp3
Mc长林吖-一次就好-杨宗纬,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161123_145602.mp3
MC若宸-当我决定封笔,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161117_133911.mp3
MC若宸-我从光明走到璀璨,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161117_133813.mp3
MC水帝王等不到的爱,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161116_000055.mp3
MC水帝王口哨开场俏皮节奏,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161115_232031.mp3
mc水帝王house喊麦,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161115_231902.mp3
MC水帝王震撼单曲喊麦,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161115_231813.mp3
Mc乐天-串烧韩亚乐,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161115_173130.mp3
Mc张乐天-我的女神叫吴琼,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161113_191759.mp3
Mc长林吖-一定要爱你-田一龙,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161113_164328.mp3
Mc-乐天 串烧,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161113_102505.mp3
Mc-乐天 承诺曲风,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161113_102420.mp3
Mc-乐天 嘶吼教学,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161113_102308.mp3
Mc-乐天 教学,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161113_102155.mp3
烟酒脏话mc-乐天,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161113_100913.mp3
Mc长林吖-刀剑如梦DJ-周华健,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161112_093019.mp3
Mc、松哥-为你愿把天下平.MP3,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161112_015634.mp3
Mc、松哥-刀山火海,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161112_005546.mp3
Mc张乐天-对不起我爱你,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161111_175225.mp3
Mc张乐天-动了情的痞子,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161111_175152.mp3
Mc张乐天-泪三年,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161111_175122.mp3
Mc张乐天-你是我的女朋友,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161111_175009.mp3
Mc赵日天-惊雷,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161111_173533.mp3
Mc长林吖-天涯-任贤齐,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161110_162814.mp3
Mc长林吖-兄弟-任贤齐,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161110_162413.mp3
Mc长林吖-伤心太平洋-任贤齐,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161110_162248.mp3
Mc长林吖-歌在飞,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016119_172927.mp3
北帝无炎《哪样》感情麦,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016117_201059.mp3
柏林陌 - 经典语言(三）,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016117_182010.mp3
七跪父母恩,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016116_231945.mp3
Mc九哥-一人饮酒醉,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016116_093618.mp3
任浩天丨私人订制丨表白麦丨吕伊琪,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016116_082016.mp3
MC若宸-另类万人敬仰,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016115_110522.mp3
MC若宸-当年呐喊的另类,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016115_110429.mp3
Mc长林吖、龙妹儿-异性朋友,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016114_153605.mp3
mc天宇 独自唱情歌,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016114_001025.mp3
Mc张乐天-别傻了老弟,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016113_225848.mp3
Mc张乐天-别问另类猛不猛喊遍整个河北省,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016113_225759.mp3
Mc张乐天-玄武盾斩月刀,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016113_225523.mp3
Mc张乐天-不良人,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016113_225246.mp3
Mc浪子彦 - 简单活,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016113_134912.mp3
啊啊啊,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016112_174154.mp3
Mc长林吖、小龙女-犯贱,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016111_161829.mp3
Mc九世-我已收起锋芒,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161031_130139.mp3
MC冷晋 - 再也，看不到,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161031_010537.mp3
MC冷晋 - 她说她没喝醉,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161031_005750.mp3
Mc长林吖-是我一人放不下,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161030_154040.mp3
mc水帝王帝灵毒二代+喊麦,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161029_233953.mp3
MC水帝王酒吧商业喊麦,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161029_233922.mp3
MC水帝王男人花,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161029_233826.mp3
MC水帝王死心塌地去爱你,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161029_233735.mp3
Mc张乐天-初次那段相遇,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161029_195229.mp3
Mc张乐天-十刀斩,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161029_195054.mp3
Mc张乐天-当年一首另类曲,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161029_195017.mp3
Mc张乐天-涿郡顽主,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161029_194855.mp3
Mc张乐天-送给梦迪的另类,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161029_194738.mp3
Mc张乐天-当你不再爱我,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161029_194647.mp3
Mc张乐天-那么好,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161029_194557.mp3
Mc张乐天-如果我说拔刀干,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161029_194512.mp3
Mc张乐天-为何让我流泪,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161029_194411.mp3
Mc张乐天-耿耿星河,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161029_194325.mp3
Mc张乐天-爱情不是毒药,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161029_194258.mp3
Mc张乐天-蜗居,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161029_194045.mp3
Mc乐天-那么好,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161029_193515.mp3
MC水帝王酒吧商业喊麦,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161028_231930.mp3
艾瑞之旅 MC水帝王,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161028_231848.mp3
mc水帝王帝灵毒二代+喊麦,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161028_231726.mp3
mc水帝王 重低音,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161028_231629.mp3
mc水帝王 酒吧慢摇,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161028_231548.mp3
mc水帝王 加快版喊麦,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161028_231446.mp3
mc水帝王 越南电鼓电音节奏,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161028_231408.mp3
mc水帝王 舞曲大帝国意大利顶级嗨曲,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161028_231322.mp3
mc水帝王 慢摇,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161028_231156.mp3
Mc大搞坝-三生三世十里挑花,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161028_213327.mp3
柏林陌 - 别笑了眼泪都掉了,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161028_123318.mp3
Mc杨晨-烟酒空门 原创,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161028_004130.mp3
Mc杨晨-烟酒妓 原创,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161027_181606.mp3
柏林陌 - 瞎喊推荐,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161026_222740.mp3
籽枫朋友圈,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161026_195412.mp3
牵挂---原创MC籽枫,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161026_195328.mp3
那年我爱过,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161026_195212.mp3
在一起的95天--MC籽枫,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161026_195144.mp3
记得三年之前--MC籽枫,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161026_195039.mp3
柏林陌 - 一次就好,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161025_221222.mp3
Mc栋-----红颜暮,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161023_194157.mp3
Mc栋-----惊雷,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161023_193226.mp3
Mc杨晨-谢谢你给我的噩梦,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161023_172239.mp3
Mc顽瞳 - 艾瑞之旅,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161022_181113.mp3
Mc妖魂 - 另类魂,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161021_000814.mp3
Mc妖魂-耿耿星河 DJ版,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161021_000259.mp3
Mc李小明—一人我两袖清风,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161019_180315.mp3
Mc军豪 - 父亲,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161019_033716.mp3
Mc大叔-我也想要当网红,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161018_184857.mp3
柏林陌 - 送给未来的你,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161017_230349.mp3
Mc丶花颜醉andMc丶罪铭原创 二十支的思念,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161017_205215.mp3
Mc杨晨-七笔 翻唱作品,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161017_103014.mp3
Mc阿寒-《四杯酒》DJ小雅,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161016_200421.mp3
Mc九世-余罪（改版）,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161016_180128.mp3
Mc杨晨-浪子 原创作品,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161016_104739.mp3
Mc杨晨-失眠 原创作品,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161016_104657.mp3
Mc杨晨-情毒 原创作品,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161016_104542.mp3
Mc杨晨-我不重要你直说好么,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161016_104250.mp3
Mc杨晨-女人 原创作品,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161016_104150.mp3
Mc杨晨-别再付出那么多了,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161016_104059.mp3
Mc杨晨-你还想换张脸么,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161016_104003.mp3
Mc杨晨-痴心 原创作品,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161016_103907.mp3
Mc九世-一人饮酒醉,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161016_094438.mp3
Mc九世-断情笔,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161016_092105.mp3
Mc九世--刀山火海,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161016_091817.mp3
Mc李小明—枯花,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161016_091157.mp3
MC庞二少-一人我饮酒醉,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161014_204331.mp3
mc军豪 - 父亲,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161014_185402.mp3
Mc劣徒-谁懂男人的痛,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161014_003551.mp3
Mc劣徒-给你的歌,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161014_003419.mp3
给你的歌,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161014_003021.mp3
柏林陌 - 等待的男人女人,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161013_214000.mp3
柏林陌 - 单身歌改版,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161013_213029.mp3
Mc浪子彦-快手ID79105144,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161013_005705.mp3
Mc浪子彦- 刀山火海,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161013_005520.mp3
Mc阿桀 《把酒倒满》,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161012_144637.mp3
Mc阿桀《劲爆喊麦》,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161011_212515.mp3
Mc阿桀《麒麟录》,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161011_212320.mp3
Mc阿桀 《一年之前戎马斗》,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161011_212218.mp3
Mc阿桀《人生路》原创,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161011_203208.mp3
Mc阿桀 《那么好》,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161011_201530.mp3
Mc阿桀 气势压声,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161011_190541.mp3
Mc阿桀 气势麦,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161011_190359.mp3
Mc阿桀 气势喊麦（1）,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161011_190232.mp3
我不想在付出,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016109_172528.mp3
三年悔,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016109_170150.mp3
花千骨她泪三尺,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016109_164448.mp3
为了你,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016109_162931.mp3
刀山火海,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016108_091729.mp3
阿桀版 《断情笔》,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016108_091318.mp3
Mc浪子彦 - 将军浪子彦,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016107_214146.mp3
Mc浪子彦 - 凤凰涅槃,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016107_213416.mp3
Mc浪子彦 - 断情笔,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016107_213107.mp3
Mc浪子彦 - 蜗 居,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016107_212409.mp3
Mc焱赐-等不到的信仰,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016106_143154.mp3
Mc焱赐-斗破苍穹（推荐原创）,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016106_142948.mp3
Mc焱赐-红颜墓（推荐原创）,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016106_142849.mp3
Mc星隆-祝你真的幸福（推荐原创赵小涣）,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016106_142747.mp3
Mc星隆-社会太过复杂（推荐原创王佳）,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016106_142622.mp3
Mc星隆-现实的社会（推荐原创王佳）,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016106_142509.mp3
Mc水琉璃 - 九生九世覆流年,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016105_192125.mp3
Mc长林吖-刀山火海-DJ,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016105_122632.mp3
Mc长林吖-惊雷,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016105_122536.mp3
Mc天路-一个人的烈酒,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016105_120840.mp3
mc水帝王南斯拉夫喊麦,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016105_001201.mp3
mc水帝王祝MC东哥生日快乐,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016105_001053.mp3
MC若宸-惊雷,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016104_132038.mp3
MC若宸-曾经我的爱人,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016104_131942.mp3
MC若宸-三生三世十里桃花（古风版）,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016104_131824.mp3
MC若宸-动了情的痞子,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016104_131715.mp3
mc抱抱吖-我要漫天火焰,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016102_225615.mp3
MC若宸-心,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016102_172515.mp3
Mc丶东兴 炫舞之情,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016102_105934.mp3
Mc丶东兴 送给吕靖,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016102_105853.mp3
Mc丶东兴 七跪父母恩,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016102_105740.mp3
Mc丶东兴 梦想路,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016102_105629.mp3
Mc丶东兴 孤单相随,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016102_105542.mp3
Mc丶东兴 孤单相伴,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016102_105318.mp3
Mc天路-妈妈我欠您一首歌,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016101_222654.mp3
Mc天路-斗破苍穹四人空拍,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016101_222448.mp3
MC若宸-死在江南烟雨中,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016101_193541.mp3
【原创】可爱又可恨,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016101_143259.mp3
mc丶花颜醉携手老铁Mc丶骚轩 的一首另类送给你们,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016101_004435.mp3
林清欢and诗情墨雨-十年青春换回首,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016101_003754.mp3
诗情雅轩and林清欢 原创 相守,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016101_003403.mp3
纯属娱乐送给姐姐,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160930_224144.mp3
MC若宸-新伤旧疤,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160930_145046.mp3
MC若宸-天命难违,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160930_144947.mp3
压一压-压爆-精彩熙阳,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160928_082422.mp3
Mc康少-阳光正好微风不燥,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160927_051141.mp3
Mc康少=惊雷,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160927_051028.mp3
Mc康少-女王范,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160927_050937.mp3
柏林陌 - 一人喝尿醉2,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160925_181808.mp3
Mc陌离别-为何让我流泪,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160923_235158.mp3
铁甲战马英雄魂，我乃压声第一人-精彩熙阳,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160923_041304.mp3
mc抱抱吖-喊遍整个东三省.mp3,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160921_170451.mp3
大圣归来,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160920_225041.mp3
执念战歌,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160920_224457.mp3
柏林陌 - 一人喝尿醉{两个版本},https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160919_212950.mp3
55555555555555555555,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160918_072958.mp3
mc亿情泽-玄武盾斩月刀,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160917_201514.mp3
赶紧好4444444444444444444444,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160917_115207.mp3
气势  千军万马-精彩熙阳,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160916_214924.mp3
MC大麻 这首歌送给你XXX,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160916_215632.mp3
mc大麻 爱就坚持到最后dj2016年收录,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160916_184951.mp3
+989+89+89+89689689,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160916_124549.mp3
广发华福股见附件发个非官方估计房管局,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160915_082651.mp3
Mc丶花颜醉  《铁甲战马英雄魂》,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160914_130037.mp3
七情六欲—mc大头,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160914_112020.mp3
一人我六神无主　ＤＪ版,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160913_212524.mp3
Mc大麻  英文劲爆喊麦,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160912_130338.mp3
战斗旋律 2016年4月收录,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160912_130150.mp3
Mc大麻 现场商业麦录音,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160912_130044.mp3
为本群独家打造 社会磕小舞曲,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160912_125920.mp3
Mc大麻 dj大男人 2016年6月收录,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160912_125742.mp3
mc大麻  社会中的扛把子,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160912_125448.mp3
mc大麻 商业电锯极速喊麦,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160912_125213.mp3
yy喊麦现场,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160912_125102.mp3
yy现场录音 2016年5月21,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160912_124942.mp3
Mc大麻 2016激情喊麦霸气摇头,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160912_124635.mp3
Mc梦毁—惊雷DJ版,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160911_161023.mp3
Mc浅筱涵-《断情笔》,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160911_151753.mp3
Mc莫小文原创_另类神,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160911_132714.mp3
MC苏安-mc不孝子,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160911_131213.mp3
mc老九门,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160911_130954.mp3
