🌺音乐·经典🌺,#genre#
《五十年以后》DJ,https://vd4.bdstatic.com/mda-nftsnp0c8evhuxxw/1080p/cae_h264/1656443623949038353/mda-nftsnp0c8evhuxxw.mp4
《人生能有几个秋》DJ,https://vd3.bdstatic.com/mda-nftsv0csydnyf783/480p/h264/1656442972732657324/mda-nftsv0csydnyf783.mp4
当初你是我的爱,https://vd3.bdstatic.com/mda-nd51u09ryq36inpk/sc/cae_h264_delogo/1649209563252710800/mda-nd51u09ryq36inpk.mp4
品质车载音乐【纯音乐】,https://vd4.bdstatic.com/mda-nf107z59wschnn7q/1080p/cae_h264/1654133724711319680/mda-nf107z59wschnn7q.mp4
高品质经典音乐车载Dj分享,https://vd3.bdstatic.com/mda-nepi1x7whsz54taa/1080p/cae_h264/1653397047572797035/mda-nepi1x7whsz54taa.mp4
Kẻ Cắp Gặp Bà Già抖音,https://vd4.bdstatic.com/mda-ngexqupnagspsx88/576p/h264/1657924106162075799/mda-ngexqupnagspsx88.mp4
《你的万水千山》热,http://mobi.kuwo.cn/tmevideo/tme1257697.mp4
《晚风心里吹》抖音,https://vd2.bdstatic.com/mda-ndpc4udzb6ceeu58/480p/h264_delogo/1650789504615835043/mda-ndpc4udzb6ceeu58.mp4
全网热搜《伤感情歌》1,https://vd2.bdstatic.com/mda-ngauiy9w17fkhbbn/1080p/cae_h264/1657623481957074993/mda-ngauiy9w17fkhbbn.mp4
全网热搜《伤感情歌》2,https://vd3.bdstatic.com/mda-ngausguuf38bdbhw/1080p/cae_h264/1657594422922226678/mda-ngausguuf38bdbhw.mp4
全网热搜《伤感情歌》3,https://vd3.bdstatic.com/mda-ngawfv2z3ndkh012/1080p/cae_h264/1657576809355805624/mda-ngawfv2z3ndkh012.mp4
🍓主播歌谣🍓,#genre#
靓声♥《谁》,https://vd3.bdstatic.com/mda-nb6ggz2tb1vu1av7/fhd/cae_h264_nowatermark_delogo/1644234191958500037/mda-nb6ggz2tb1vu1av7.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1400730761&vid=11130541881044350934&auth_key=1648515200-0-0-ac03c67ac4ef8c47b1d2f5aff804bfd0&bcevod_channel=searchbox_feed
靓声♥《停摆》,https://txmov2.a.kwimgs.com/upic/2022/03/13/10/BMjAyMjAzMTMxMDM4NThfNzM5MzQzNzIyXzY5NTIyMTQwNTY1XzJfMw==_b_B7ab1336b3c77c4bb796520d5f4898ec6.mp4
靓声♥《牵手》,https://vd2.bdstatic.com/mda-nbj4wz38fmh21bss/fhd/cae_h264_nowatermark_delogo/1645328049054496125/mda-nbj4wz38fmh21bss.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0601510149&vid=7528092205131716063&auth_key=1648514401-0-0-49bc00e5973cdf95939027d8a82bdfcd&bcevod_channel=searchbox_feed
靓声♥来跳舞》,https://vd2.bdstatic.com/mda-ncfdez06iutr3gyp/1080p/cae_h264_delogo/1647423256434627773/mda-ncfdez06iutr3gyp.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0799653136&vid=11745513114194311116&auth_key=1648496599-0-0-12b114fe2ab42d300c70f66b143f36e5&bcevod_channel=searchbox_feed
靓声♥《再回首》,https://vd3.bdstatic.com/mda-nbr16ps990nuiuz8/1080p/cae_h264_delogo/1645917454199635374/mda-nbr16ps990nuiuz8.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0326428202&vid=15104195309128467161&auth_key=1648514126-0-0-37440afa55e4b38cfe1f95da6a03603d&bcevod_channel=searchbox_feed
靓声♥《明月夜》,https://vd3.bdstatic.com/mda-nbncdwm05sq0v72z/480p/h264_delogo/1645606075484568411/mda-nbncdwm05sq0v72z.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0534598540&vid=12032009139360785374&auth_key=1648514334-0-0-ae4d0672497e2cdd6722055787d01f99&bcevod_channel=searchbox_feed
靓声♥《百花香》,https://vd2.bdstatic.com/mda-nb4j523rdwvr8ung/fhd/cae_h264_nowatermark_delogo/1644070754290219474/mda-nb4j523rdwvr8ung.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1698744702&vid=10216856250912002193&auth_key=1648515498-0-0-5a584b2be126ec1fd02b8067d22a0dcf&bcevod_channel=searchbox_feed
靓声♥《碎心石》,https://vd2.bdstatic.com/mda-nat9jrxu3fgm7smi/fhd/cae_h264_nowatermark_delogo/1643353092058615597/mda-nat9jrxu3fgm7smi.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1915959389&vid=12974004084027468319&auth_key=1648515716-0-0-d7c272d8af3600ee7a57713d8de134f7&bcevod_channel=searchbox_feed
靓声♥《醉倾城》+,https://vd2.bdstatic.com/mda-na6bvqxqzjugv4wa/1080p/cae_h264_delogo/1642857870337910706/mda-na6bvqxqzjugv4wa.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2916771608&vid=13031492197518058799&auth_key=1648516716-0-0-f8ef4e10429053edeadb0655d7d4856e&bcevod_channel=searchbox_feed
靓声♥英雄泪,https://txmov2.a.kwimgs.com/upic/2022/03/13/10/BMjAyMjAzMTMxMDMxMzdfNzM5MzQzNzIyXzY5NTIxNTY4ODMyXzJfMw==_b_B2e81782acdc3f85ae023ad05f80ad904.mp4
靓声♥烟雨人间,https://txmov2.a.kwimgs.com/upic/2022/03/13/10/BMjAyMjAzMTMxMDA3MDdfNzM5MzQzNzIyXzY5NTE5NjgzNjQyXzJfMw==_b_B924592dd9ff84bcc9bd31875a3e03c1b.mp4
靓声♥《不过人间》,https://vd4.bdstatic.com/mda-nb2a5r5c0bbj0y8u/fhd/cae_h264_nowatermark_delogo/1643930260790855469/mda-nb2a5r5c0bbj0y8u.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1840130708&vid=1303384989650729395&auth_key=1648515640-0-0-58c18ede6dc46688e1b0f0ea4bd3cfc7&bcevod_channel=searchbox_feed
靓声♥《忘川的河》,https://vd3.bdstatic.com/mda-nc8mcq5a99bbuee6/1080p/cae_h264_delogo/1646838660188945954/mda-nc8mcq5a99bbuee6.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0948580393&vid=13367535138405234774&auth_key=1648496748-0-0-7800d79f0a376fcc1f766d02ee51fe90&bcevod_channel=searchbox_feed
靓声♥《女人如书》,https://vd4.bdstatic.com/mda-nc7fn0z8sfjpw72d/1080p/cae_h264_delogo/1646737670902215793/mda-nc7fn0z8sfjpw72d.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1023087721&vid=13482632384521286452&auth_key=1648496823-0-0-128a802c163bd4377b1ed1b682fc95a5&bcevod_channel=searchbox_feed
靓声♥真心爱你》,https://vd4.bdstatic.com/mda-nc675d9upj35wh5w/1080p/cae_h264_delogo/1646629600412936163/mda-nc675d9upj35wh5w.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1128101744&vid=9220958653392793028&auth_key=1648496928-0-0-2d0fcc3a056a9df988ced98927912ed5&bcevod_channel=searchbox_feed
靓声♥《望爱却步》,https://vd3.bdstatic.com/mda-nc1d9mu5fbjz7rzj/1080p/cae_h264_delogo/1646220046279724073/mda-nc1d9mu5fbjz7rzj.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0062192814&vid=3467004836494294157&auth_key=1648513862-0-0-39e4041df792c52e281f32c4eb5f8c5b&bcevod_channel=searchbox_feed
靓声♥《叹这一生》,https://vd3.bdstatic.com/mda-nbh58md59pgg99bp/fhd/cae_h264_nowatermark_delogo/1645156226951779290/mda-nbh58md59pgg99bp.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0730556578&vid=9096811665598847621&auth_key=1648514530-0-0-05423d8de55b072cb66e1bd2c572ae46&bcevod_channel=searchbox_feed
靓声♥《用心良苦》,https://vd3.bdstatic.com/mda-nask24b7in8nnczp/fhd/cae_h264_nowatermark_delogo/1643325455259488721/mda-nask24b7in8nnczp.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2070989792&vid=9370270403703014984&auth_key=1648515871-0-0-57bdc8e0ad06507d3ffa605a0c149a29&bcevod_channel=searchbox_feed
靓声♥《西海情歌》,https://vd4.bdstatic.com/mda-nasek51qupi68upq/fhd/cae_h264_nowatermark_delogo/1643279098937225202/mda-nasek51qupi68upq.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2145453736&vid=7703969511873282328&auth_key=1648515945-0-0-4fb3cc3e59735e2eefdf0ca40692460e&bcevod_channel=searchbox_feed
靓声♥《三生石下》,https://vd4.bdstatic.com/mda-nak3zaragzc63r2i/fhd/cae_h264_nowatermark_delogo/1642733729549129876/mda-nak3zaragzc63r2i.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2339580618&vid=12877660497606837032&auth_key=1648516139-0-0-40fa35af552bc7efa834b517d5536e99&bcevod_channel=searchbox_feed
靓声♥《最亲的人+恰似你的温柔》,https://vd4.bdstatic.com/mda-na7b2er6zpg2v37h/1080p/cae_h264_delogo/1642908773666500990/mda-na7b2er6zpg2v37h.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2855449329&vid=5259160662673008305&auth_key=1648516655-0-0-1bf5dad270d0b2defee179550213734a&bcevod_channel=searchbox_feed
靓声♥《肩上的云》,https://vd4.bdstatic.com/mda-na4mike24c748hs8/1080p/cae_h264_delogo/1643334438511188672/mda-na4mike24c748hs8.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2999304127&vid=11221844940490721145&auth_key=1648516799-0-0-caf1141b3c6acd7f2cd3e747fb7e46e9&bcevod_channel=searchbox_feed
靓声♥《叹这一生+夜夜夜漫长》,https://vd2.bdstatic.com/mda-nacmxz0nm000gxwc/fhd/cae_h264_nowatermark_delogo/1642115851688865561/mda-nacmxz0nm000gxwc.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2634121506&vid=7272084661408647353&auth_key=1648516434-0-0-3d00e46868bb69ced8fc20c965f6113e&bcevod_channel=searchbox_feed
靓声♥《不舍》DJ版,https://vd2.bdstatic.com/mda-min3kd3it5z8w4b2/1080p/cae_h264_delogo/1643274643372040243/mda-min3kd3it5z8w4b2.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0512961172&vid=2758748633087974073&auth_key=1648568313-0-0-4176c160d8fbec953ce40b804d5d3e7f&bcevod_channel=searchbox_feed
靓声♥你给的幸福,https://txmov2.a.kwimgs.com/upic/2022/02/08/10/BMjAyMjAyMDgxMDE0MzlfMTM3NzYzNjk4Ml82Njk5MjgzMjEyMV8yXzM=_b_Bec8961f04fa280d537a4c3e5b3f1ef0b.mp4?tag=1-1644287868-std-1-zxxwhl1qm7-31e717344e0c31fc&clientCacheKey=3x6k7xxwgdmc97w_b.mp4&tt=b&di=79c43beb&bp=12681
靓声♥《伤心的酒吧》,https://vd4.bdstatic.com/mda-nahin5kq72ni2i61/fhd/cae_h264_nowatermark_delogo/1642547849332848018/mda-nahin5kq72ni2i61.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0000332625&vid=14995397116944385928&auth_key=1648495800-0-0-0fd6a8c5985951a95cec0d971bc22de2&bcevod_channel=searchbox_feed
靓声♥《今生爱的就是你》,https://vd3.bdstatic.com/mda-ncq5dx2cqfhcrqi6/1080p/cae_h264_delogo/1648180511133580236/mda-ncq5dx2cqfhcrqi6.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0292119836&vid=9472141955371929594&auth_key=1648496092-0-0-97f01697c5c13454b200e19d6f51945c&bcevod_channel=searchbox_feed
靓声♥明天你是否依然爱我》,https://vd2.bdstatic.com/mda-ncngidf88sacxjrq/1080p/cae_h264_delogo/1648035963981501508/mda-ncngidf88sacxjrq.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0375133404&vid=4855424850334983600&auth_key=1648496175-0-0-ab77499aee4c17568d7f780668f8a317&bcevod_channel=searchbox_feed
靓声♥《怨苍天变了心》,https://vd2.bdstatic.com/mda-ncmh796y64bzr5sd/1080p/cae_h264_delogo/1647951339530302213/mda-ncmh796y64bzr5sd.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0501876133&vid=17304676452364699559&auth_key=1648496301-0-0-4b2c9af0dadb68ea40c039e27622284c&bcevod_channel=searchbox_feed
靓声♥往事只能回味》,https://vd4.bdstatic.com/mda-nci90m1b93gbb7k6/1080p/cae_h264_delogo/1647671345970502592/mda-nci90m1b93gbb7k6.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0574497923&vid=15720306151636704642&auth_key=1648496374-0-0-3dee8948334c18497b8f59d97881dfd4&bcevod_channel=searchbox_feed
靓声♥疯狂爱一回》,https://vd4.bdstatic.com/mda-nch8zmmmwdt4krkk/1080p/cae_h264_delogo/1647584753702281999/mda-nch8zmmmwdt4krkk.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0637666122&vid=14778766190216375598&auth_key=1648496437-0-0-780db0593d350aacc1d5918dfe24ee71&bcevod_channel=searchbox_feed
靓声♥最远的你是我最近的爱》,https://vd2.bdstatic.com/mda-ncgcu2cwwg0fc2f8/uhd/cae_h264_delogo/1647511448773989306/mda-ncgcu2cwwg0fc2f8.mp4?pd=2&pt=0&cr=-1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0723520812&vid=8864673202416489443&auth_key=1648496523-0-0-daade98f17c3bdfe842916b5ed6c011f&bcevod_channel=searchbox_feed
靓声♥《离别的秋天》,https://vd4.bdstatic.com/mda-ncb3c1qp8gfa5phg/1080p/cae_h264_delogo/1647051999971583138/mda-ncb3c1qp8gfa5phg.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0869810912&vid=15583816713590671908&auth_key=1648496669-0-0-b5c211bffc443bbd58eee7252f9ef857&bcevod_channel=searchbox_feed
靓声♥《大风吹+夜夜夜漫长》,https://vdse.bdstatic.com//13da18e12728e9d7849f6589a3070b4c.mp4
靓声♥《美丽的神话》,https://vd4.bdstatic.com/mda-nbi2q60tmqfj03ba/fhd/cae_h264_nowatermark_delogo/1645236033694697443/mda-nbi2q60tmqfj03ba.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0665774701&vid=3899548169101061452&auth_key=1648514465-0-0-71d450ea95f58d6836c0ee8d22f6be9c&bcevod_channel=searchbox_feed
靓声♥《一个人挺好》,https://vd3.bdstatic.com/mda-nbfhbk17r878w8ym/fhd/cae_h264_nowatermark_delogo/1645013954088132322/mda-nbfhbk17r878w8ym.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0794233559&vid=17582869030370153907&auth_key=1648514594-0-0-6e5bde3269366d054af81fd9df5d8d57&bcevod_channel=searchbox_feed
靓声♥《此情一直在心间》,https://vd3.bdstatic.com/mda-nbddcpt16yuvqbih/fhd/cae_h264_nowatermark_delogo/1644831052840736454/mda-nbddcpt16yuvqbih.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0851667941&vid=7016864602290164624&auth_key=1648514651-0-0-d92eaa30e2f6bc32e8fcbed5f957c714&bcevod_channel=searchbox_feed
靓声♥《其实我们都有故事,https://vd3.bdstatic.com/mda-nc1d9mu5fbjz7rzj/1080p/cae_h264_delogo/1646220046279724073/mda-nc1d9mu5fbjz7rzj.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0971280047&vid=3467004836494294157&auth_key=1648514771-0-0-c9dd01f875847d1f30a7d3a8d0d8e30b&bcevod_channel=searchbox_feed
靓声♥《我的情深你若懂》,https://vd4.bdstatic.com/mda-nau4n374chs9apxf/fhd/cae_h264_nowatermark_delogo/1643426613941668590/mda-nau4n374chs9apxf.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1987721717&vid=2567233797490288&auth_key=1648515787-0-0-0febe7074589794f5f2f595997448819&bcevod_channel=searchbox_feed
靓声♥《听闻远方有你》,https://vd2.bdstatic.com/mda-naikxtktm34mj446/fhd/cae_h264_nowatermark_delogo/1642634247735272486/mda-naikxtktm34mj446.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2420837243&vid=7445592233336091210&auth_key=1648516220-0-0-750f1ef60963f7fee3b05a777fc93ff3&bcevod_channel=searchbox_feed
靓声♥《深情败给时间》,https://vd4.bdstatic.com/mda-naga8y37nggm1pjv/fhd/cae_h264_nowatermark_delogo/1642484143935706195/mda-naga8y37nggm1pjv.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2508431979&vid=11047151405144216885&auth_key=1648516308-0-0-b29958ea6c43b18ccd925f3b1a04a6ec&bcevod_channel=searchbox_feed
靓声♥《听闻远方有你》,https://vd4.bdstatic.com/mda-na3ndz81hv3pnhrs/fhd/cae_h264_nowatermark/1641371053728806209/mda-na3ndz81hv3pnhrs.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=3068177080&vid=8394433338088646372&auth_key=1648516868-0-0-5a481c11337dc30a8bf973193537e0e5&bcevod_channel=searchbox_feednnel=searchbox_feed
花沫♥《酒醉的蝴蝶》太带劲了,https://vd2.bdstatic.com/mda-nc57k24ytf2a1rtb/1080p/cae_h264_delogo/1646545606511725092/mda-nc57k24ytf2a1rtb.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1647616372&vid=13678374148978822763&auth_key=1648486647-0-0-285dd5f729b61d2af790096126e3eaa9&bcevod_channel=searchbox_feed
花沫♥酒醉的蝴蝶,https://vd2.bdstatic.com/mda-nbh77hg4yk0r4gjv/hd/cae_h264_nowatermark_delogo/1645162307284210193/mda-nbh77hg4yk0r4gjv.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1648442429-0-0-e0b0342a5f0ab20d106f669ed9490f0a&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=0629685940&vid=17238104977565356993&abtest=all
花沫♥《纳西情歌》,https://vd2.bdstatic.com/mda-nc4hkf2wm242fi6k/1080p/cae_h264_delogo/1646529484997822428/mda-nc4hkf2wm242fi6k.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1928686827&vid=9151157139915507639&auth_key=1648486928-0-0-3d37cc7fb6cf434520df2381363ce7a4&bcevod_channel=searchbox_feed
花沫♥《红尘情歌》,https://vd2.bdstatic.com/mda-nc3hej46zv30eduw/1080p/cae_h264_delogo/1646442266957031127/mda-nc3hej46zv30eduw.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2089088985&vid=9776005083702811790&auth_key=1648487089-0-0-718ab4401b1563b1c96ead1ff4ec560e&bcevod_channel=searchbox_feed
花沫♥天在下雨我在想你,https://vd3.bdstatic.com/mda-nbtnmhjaa6xga8kt/hd/cae_h264_delogo/1646092879882354094/mda-nbtnmhjaa6xga8kt.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1648441845-0-0-ca0ba39768aa242c3f6fe1dd15f3c277&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=0045770085&vid=8107330100263628137&abtest=all
花沫♥如果爱还在,https://vd4.bdstatic.com/mda-nbpq0czunf62pn6i/hd/cae_h264_delogo/1645747429563433982/mda-nbpq0czunf62pn6i.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1648442022-0-0-41be2ddecba0c09f7043b7fc20e44b10&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=0222215380&vid=3000736939490008782&abtest=all
花沫♥桃之夭夭,https://vd4.bdstatic.com/mda-nbhjzkqd4m7yab92/hd/cae_h264_nowatermark_delogo/1645235014043814636/mda-nbhjzkqd4m7yab92.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1648442482-0-0-bd2ae275fb03c720712ddee51860b6e9&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=0682472583&vid=9165499623262855985&abtest=all
花沫♥今生只为遇见你,https://vd2.bdstatic.com/mda-nbggkbsxf9b2ggj1/hd/cae_h264_nowatermark_delogo/1645143036213668749/mda-nbggkbsxf9b2ggj1.mp4?auth_key=1648442552-0-0-31087a1bda684f2dc23af883f061b04a&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=0752484024&vid=8465735019304053400&abtest=all
花沫♥陪我喝醉,https://vd2.bdstatic.com/mda-mm5iry716j828gix/hd/cae_h264_delogo/1643532443233340720/mda-mm5iry716j828gix.mp4?v_from_s=hkapp-haokan-hna&auth_key=1648442671-0-0-d3e415066eba7c4d44ed1c53ad69985d&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=0871033751&vid=2228775687978197470&abtest=all
花沫♥流泪的飞蛾,https://vd4.bdstatic.com/mda-mm5i3jr5115g8xra/hd/cae_h264_delogo/1643337658698120415/mda-mm5i3jr5115g8xra.mp4?v_from_s=hkapp-haokan-hna&auth_key=1648442739-0-0-ef76696159cd19c16684d234b9f70cf3&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=0939801900&vid=15137420595985111905&abtest=all
花沫♥《谁》,https://vd3.bdstatic.com/mda-mmbb9aqxgv4nxrk3/480p/h264_delogo/1645603800692609562/mda-mmbb9aqxgv4nxrk3.mp4?v_from_s=hkapp-haokan-hna&auth_key=1648442802-0-0-11a7b6eb8271f474982fa6c033a60d90&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=1002577476&vid=3630572526799015361&abtest=all
花沫♥站在草原望北京,https://vd2.bdstatic.com/mda-mm6je0g9jqsd6sjr/hd/cae_h264_delogo/1643404772666495203/mda-mm6je0g9jqsd6sjr.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1648442996-0-0-a3279a6df03076d822cf297e80bda820&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=1196269804&vid=16129093530838157733&abtest=all
花沫♥伤心的酒吧,https://vd2.bdstatic.com/mda-mm0hg9m2qc93md67/hd/cae_h264_delogo/1643427968082211645/mda-mm0hg9m2qc93md67.mp4?v_from_s=hkapp-haokan-hna&auth_key=1648443172-0-0-a52591c69fe834d4640a900dc81331c5&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=1372853311&vid=8888891490826706376&abtest=all
花沫♥何日君再来,https://vd2.bdstatic.com/mda-ncjant0w43u2hveb/1080p/cae_h264_delogo/1647768238449686595/mda-ncjant0w43u2hveb.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2141038066&vid=17621060782425214386&auth_key=1648443941-0-0-7f85537c34ecf22aa0ad3fe2d2575ef8&bcevod_channel=searchbox_feed
花沫♥天边的情哥哥,https://vd3.bdstatic.com/mda-nabj3tr45sej03n4/fhd/cae_h264_nowatermark_delogo/1641995081556909028/mda-nabj3tr45sej03n4.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0813908578&vid=12964993897355197944&auth_key=1648446213-0-0-8a92edaba12502bf2828353e8aa44349&bcevod_channel=searchbox_feed
花沫♥《想你的时候问月亮》温柔女声太醉人,https://vd4.bdstatic.com/mda-ncqn6b4iqm6s96he/1080p/cae_h264_delogo/1648252345327167912/mda-ncqn6b4iqm6s96he.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1567934663&vid=6014742222025799908&auth_key=1648482968-0-0-4507c989b42100f29d07e7e5aef9b845&bcevod_channel=searchbox_feed
花沫♥《听心》,https://vd2.bdstatic.com/mda-nc0kvt6hqkz0b174/uhd/cae_h264_delogo/1646180435259687489/mda-nc0kvt6hqkz0b174.mp4?pd=2&pt=0&cr=-1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2824195541&vid=16540495323011392923&auth_key=1648484225-0-0-b3987af2d28168f56a152247197b0c2d&bcevod_channel=searchbox_feed
花沫♥《拉萨夜雨》,https://vd3.bdstatic.com/mda-ncngdivmhcsmcc38/1080p/cae_h264_delogo/1648081890854836556/mda-ncngdivmhcsmcc38.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0152626263&vid=13147358056297207297&auth_key=1648485152-0-0-fef955c420f3f619ad2434da03390ead&bcevod_channel=searchbox_feed
花沫♥《潮湿的心》,https://vd3.bdstatic.com/mda-ncnamze8e3d7vx2y/1080p/cae_h264_delogo/1648023015605335910/mda-ncnamze8e3d7vx2y.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0225776887&vid=14167204959528149251&auth_key=1648485225-0-0-537a02728c876c658eb392f251fefbe0&bcevod_channel=searchbox_feed
花沫♥《等你等了那么久》,https://vd3.bdstatic.com/mda-ncma8xiwhsgu7tuw/1080p/cae_h264_delogo/1647949748559435574/mda-ncma8xiwhsgu7tuw.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0299682663&vid=1805029120548347484&auth_key=1648485299-0-0-28b23569afcc66bfc21b5a607d98740b&bcevod_channel=searchbox_feed
花沫♥《今夜你又不回来》,https://vd3.bdstatic.com/mda-ncki7vzstwsh3prv/1080p/cae_h264_delogo/1647908512741768064/mda-ncki7vzstwsh3prv.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0383154913&vid=15933249069829919294&auth_key=1648485383-0-0-542e46e563b251f84450c976251079d3&bcevod_channel=searchbox_feed
花沫♥《站着等你三千年》,https://vd4.bdstatic.com/mda-ncjkf0ujdce41t2r/1080p/cae_h264_delogo/1647821125875446697/mda-ncjkf0ujdce41t2r.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0446518866&vid=2817829481825729458&auth_key=1648485446-0-0-8d10acd226befff0d7e0c0ecf0e3f3b9&bcevod_channel=searchbox_feed
